person_id,person_name,firm_name
103240,Kaisa Poutanen,Nordic FoodTech VC
103270,Anaïs Van Wynsberghe,Karista
103301,Dora Poslek,Fil Rouge Capital (FRC)
103971,Gregory Turner,Ideaship
103980,Carlotta Riganti,Balderton Capital
71405,Eric Wu,
69855,Maya Poddar,Goldman Sachs
76496,Minh Ta,Ascend Vietnam Ventures
78105,Megha Bothera,Correlation Ventures
78393,Nirav Shah,GSR Ventures
100267,Matt Wang,Pioneer Square Labs
78674,Sitara Ramesh,Craft Ventures
140659,Julien Levy,Quadrille Capital
104313,Kosuke Kobayashi,AP Ventures
104324,Indraja Karnik,TMV
104624,François Kergaravat,Iris Capital
104628,Jan-Soeren Zinke,Iris Capital
104663,Maddy Burleson,Western Technology Investment
104668,Rishabh Nijhawan,Western Technology Investment
104971,Jonathan Horn,Valor Capital Group
104973,Johanna Ulrich,Atlantic Labs
104984,Paul de Ronde,Slingshot Ventures
104987,Jimmy Dietz,Slingshot Ventures
105096,Pedro Menesca,Globo Ventures
105189,Pedro Tedesco,Globo Ventures
105190,Marcus Maione,Globo Ventures
105207,Thaissa Brandão,Globo Ventures
105283,Ginny Watsham,GMG Ventures (GMGV)
105317,Francesco Pontiggia,RedSeed Ventures
105452,Eva Mayoud,Singular
105476,Connor McCarthy,Trust Ventures
105507,Ellie Still,NTT Venture Capital
105625,Swetha Ravichandran,AXA Venture Partners
105666,Constance Bielle,AXA Venture Partners
105793,Lee Giove,XBTO Humla Ventures
105913,Oz Hassine,Flashpoint VC
105914,Barnabas Vincze,Flashpoint VC
105917,Vladislav Radamovich,Flashpoint VC
105918,Maxim Artiomenko,Flashpoint VC
106207,Maria Ana Mesquita,Bynd Venture Capital
107478,Praneeta Pakalapati,SuperSeed
107566,Laura Easton,Real Ventures
107583,Kiet Fong,Science
107701,Or Zolty,Viola Ventures
107776,Ryan McKinney,Triplepoint Capital
107777,Jonathan Moskovitz,Triplepoint Capital
107782,Kelsey Tierney,Triplepoint Capital
107919,Molly Stone,Triplepoint Capital
108263,Aileen Kim,Slauson & Co.
108892,Domenico Maffei,session vc
109093,Jingling Tu,Serpentine Ventures
109687,Aayush Patel,Silicon Ventures
111467,Dustin Chang,Balyasny Asset Management L.P.
111693,Shyra Costas,Delta Emerald Ventures
113928,Constantin Haub,Emil Capital Partners
115519,Clara Cornu,360 Capital Partners
115523,Lucrezia Lucotti,360 Capital Partners
117083,James Lowe,Baird Capital
119020,Brandon Alster,Palm Tree Crew Investments
119275,Samarth Gupta,Prime Venture Partners
119489,Xiang Li,Vision Knight Capital
119577,Clara Boh,Openspace Ventures
119664,Le Nguyen,Ascend Vietnam Ventures
119771,Rafael Albolote,Foxmont Capital Partners
119772,Tamilyn Te,Foxmont Capital Partners
119894,Catrina Magsadia,Foxmont Capital Partners
119896,Aerin Lao,Foxmont Capital Partners
119899,Danelle Ong,Foxmont Capital Partners
119921,Juancho Jimenez,Openspace Ventures
120514,Tara Campbell,Imaginary Ventures
121855,Melissa Ludwig,Broad Street Angels
122547,Garren Keane- Robbins,Bombora
122670,Tim Diemer,Square Peg Capital
122672,Oshadie (Osh) Jayasuriya,Square Peg Capital
122674,Frederick Ng,Square Peg Capital
122675,Awais Khan,Square Peg Capital
124168,Mohamed Ihab,AUC Angels
124170,Youssef Moemen,AUC Angels
124386,Michael Dixon,Plexus Capital
124536,William Fulton,Plexus Capital
124541,AJ Hamel,Plexus Capital
125232,Liam Bradley,ACF Investors
125574,Alina Georgescu,3TS Capital Partners
125612,Caila Pickett,14W
127623,Peter Liu,Alpha Square Group
127804,Itai Taubenfeld,DST Global
127821,Vedant Trivedi,Peak XV Partners (formerly Sequoia Capital India & SEA)
127834,Antara Raychaudhury,Peak XV Partners (formerly Sequoia Capital India & SEA)
127836,Prachi Pawar,Peak XV Partners (formerly Sequoia Capital India & SEA)
127841,Alyssa Maharani,Peak XV Partners (formerly Sequoia Capital India & SEA)
127844,Sunint Khurana,Peak XV Partners (formerly Sequoia Capital India & SEA)
127851,Pushpak Kedia,Peak XV Partners (formerly Sequoia Capital India & SEA)
127852,Kirstie Irmana,Peak XV Partners (formerly Sequoia Capital India & SEA)
127869,Daniel Kraminer,DST Global
128179,Meir Cohen,Greenfield Partners
128181,Ortal Sasson,Greenfield Partners
128879,Anna Melnychuk,Roosh Ventures
129053,Casey Van Maanen,FM Ventures
129871,孙晓凡 (Sherry),"Binhai Venture Capital (Tianjin Binhai VC Investment Management Co., Ltd.)"
130284,Angie Shuyan Liu,Sequoia Capital China
130506,Erin Ashley Porterfield,Valar Ventures
131965,Yuanxiang Gao,Shunwei Capital
131975,Xinting Liu,Shunwei Capital
131977,Zichao Xu,Shunwei Capital
131981,Jingsong Zhou,Shunwei Capital
133102,Faisal Aloufii,Outliers Venture Capital
133852,Kristina Chapple,11 Tribes Ventures
133932,Tripti Banka,100X.VC
133936,Prerna Sangoi,100X.VC
133937,Shobana Prakash,100X.VC
134250,Grace Zambriski,Interlock Capital
134395,Rebecca Gilbert,VMG Partners
134405,Kate Feeley,VMG Partners
134815,Ian Hall,VMG Partners
134903,Marco Carnes,Victress Capital
134928,Yim Lui (Lucy) Law,NZ Growth Capital Partners Aspire Fund
134929,Lari Dkhar,NZ Growth Capital Partners Aspire Fund
135036,Stefanie Mulder,Antler
1179,Adryenn Ashley,
135516,Felix Becker,Heartcore Capital
137146,Bryan Day,Enlightenment Capital
137143,Garrett Kelley,Enlightenment Capital
137827,Marco Cesare Solinas,Blue Future Partners
137914,Mathieu Hecquet,Mangrove Capital Partners
139131,Emilie Daversin,Leia Capital
139758,Elise Meffre,Super Capital VC
139785,David Duxin,TCG (The Chernin Group)
140653,Solenn Lenfant,Quadrille Capital
140655,Hugo Tranzer,Quadrille Capital
140657,Alexis de Bourayne,Quadrille Capital
140663,Timothée MAS,Quadrille Capital
140664,Adrien Galand,Quadrille Capital
140665,Benoit Huart,Quadrille Capital
140673,Amine Baji,Quadrille Capital
140674,Lucie Raque,Quadrille Capital
140675,Maxime Hubert,Quadrille Capital
140676,Julie Forel,Quadrille Capital
141061,Joe Jordan,Supernode Global
142780,Harper Ellison,WestRiver Group
142779,Wyatt Dudgeon,WestRiver Group
143390,Alicia Novoa,XRC Labs
143903,Mayra Cimet,WE Ventures
144132,Diogo Fonseca,FEA Angels
144147,Francisco Djalma Luna,FEA Angels
144148,Ricardo Romero,FEA Angels
144158,Laura Bretanha Herter,FEA Angels
144163,Lincoln Almeida,FEA Angels
144167,Gabriel Peixoto,FEA Angels
144245,Gustavo Serafim,FEA Angels
144274,Rodrigo Romero,FEA Angels
144275,Allan Pedroso,FEA Angels
60638,Ra Ringvee,FEA Angels
144904,Carolina Schnarndorf,Luxor Group
144905,Artur Pradal,Luxor Group
144919,Vinícius Kobayashi,BluStone Capital
145359,Barbara Galante,Darwin Startups
145360,Thalita Moreno,Darwin Startups
145361,Manuela Pereira Lange,Darwin Startups
145479,Diego Juárez,Bridge Latam
145537,Roy Mathew,Diagram Collective
146359,Stefan Stanojevic,Big Cheese Ventures
146360,Kais Dahdouh,Big Cheese Ventures
147508,Serena Rivera-Korver,Ulu Ventures
147849,Michael Stavinsky,Glade Brook Capital Partners
147986,April Kim,Trolley Venture Partners
156860,Aradhita Tuli,Peak XV Partners (formerly Sequoia Capital India & SEA)
157355,Daniel Franco,Kaszek Ventures
157356,Tomas Restrepo,Kaszek Ventures
166099,Holyn Kanake,Kindred Ventures
53024,Lena Stocker,Northzone
13962,Mike Fernandez,
2226,Melissa Grillo Aruz,
53918,Brian Zwerner,
72639,Maximilian Bade,Backed VC
83293,Khalid AlNasser,
79095,Anant Akash,Grishin Robotics
126503,Regina Gwynn,Ada Ventures
126532,Izzy Obeng,Ada Ventures
126429,Jay Richards,Ada Ventures
126426,Daisy Ford-Downes,Ada Ventures
126410,Kelly McDaid,Ada Ventures
126402,Esosa Johnson,Ada Ventures
126398,Abby Scarborough,Ada Ventures
126993,Luciana Carvalho Se,Ada Ventures
128830,Minch Yo,Octopus Ventures
126862,Esther Akpovi,Ada Ventures
126860,Evgeny Shadchnev,Ada Ventures
126858,Wil Benton,Ada Ventures
126855,Ashley Kirk,Ada Ventures
114990,Gemma Milne,Backed VC
114988,Adam Elgabri,Backed VC
111363,Rosanna Yau,
114987,Regina Hartman,Backed VC
114981,James Frewin,Backed VC
114979,Julius Bachmann,Backed VC
114978,Victoria Stoyanova,Backed VC
126836,Elissa Grey,Ada Ventures
114977,Philip Haibach,Backed VC
114974,Jamie S. Elliott,Backed VC
114973,Amandine Flachs,Backed VC
114970,Milambo Makani,Backed VC
114969,Jessica Yung,Backed VC
114968,Maiko Schaffrath,Backed VC
126724,Gemma Whates,Ada Ventures
126721,Ellie Broad,Ada Ventures
126719,Charlotte Scott,Ada Ventures
126718,Haris Kiani,Ada Ventures
126551,Daniel Evans,Ada Ventures
139802,Web Smith,TCG (The Chernin Group)
105282,Ramon Fernandez Vigil,Xochi Ventures
19504,Sara Ahmed Holman,
70188,Alice Deng,
24173,Sagi Paz,
12802,Max Marine,
70224,Vivian Graves,
127128,Janice Roberts,
84349,Howard Xu,
95953,André Romi,
24076,Flavio Nicolay Guimaraes,
3341,Ross Devor,
3511,Chris Ahearn,
90311,Tim Griffin,
4572,Aaron Tong,
88504,Kat Cole,
67675,John Bertrand,
4946,Drew Patterson,
76880,Amit Jhawar,
86633,Craig Newmark,
79099,Sophie Altchek,
56443,Will Nichols,
97520,Sean Rad,
97492,Anil Sethi,
103876,Richard Flint,
111187,Mike Hudack,
111158,Arjan Bakker,
111032,Harshavardhan Chitale,
110962,Yoav Intrator,
110909,Sir Stuart Rose,
106394,Andre Haddad,
110847,Lucas Medola,
110840,Juan Carlos Martínez,
148035,Gustavo Herrera,
110778,Benjamin Gleason,
110775,Américo Pereira Filho,
106359,Jacqueline Reses,
110658,Tunç Yalgın,
106231,Jake Kassan,
110427,Roland Fassauer,
110346,Milan Daniels,
110135,Noel Hayden,
110099,Olli Herlin,
109973,Helge Munk,
109751,Michael Cassau,
109584,Max Kronberg,
109456,Eldar Tuvey,
106078,Kelvin Beachum Jr.,
109357,Yahya Mokhtarzada,
109352,Zhenya Loginov,
109223,Ty Smith,
109145,Sue Bird,
109138,Susan Solinsky,
108895,Sudheesh Nair,
104774,Claire Hughes Johnson,
108793,Pierre-Yves Ricau,
108772,Richard Rosenblatt,
108759,Rick Griffiths,
108748,Rich Riley,
108602,Jeff Chang,
108525,Sandy Jen,
108500,Ozzy Akay,
108331,Reshma Saujani,
108257,Luke Sherwin,
108216,Trace Mayer,
108031,Andrew Berman,
139783,Whitney Routman,
137051,Iva Trenovska,
128392,James McClure,
106727,Tony Sheng,
113875,Ryan Mapes,
106710,Flaviu Simihaian,
113844,Eugene Yan,
113715,Saxon Baum,
112925,Katja Gagen,
111722,Adrien Montfort,
107840,Deborah Liu,
129970,Alberto Horihuela,
1588,David Marcus,
17787,Peter Czer,
97097,Eyad Alkassar,
17789,David Medovoy,
84903,JD Ross,
98421,Carlo Egle,
3379,Mike Giampapa,
70217,Kelly Tully,
70192,Sanjay Patil,
70185,Naama Schlamm,
88745,Alexandra [AJ] Kantor,
24210,Guy Ezekiel,
91722,Thomas Mecataff,
88666,Kelly Zhou,
88563,Nicholas Ellenoff,
103965,Caye Hurtado,
103812,Victor Guilloux,
25385,Lucy Loveless,
88447,Max Heald,
127127,Zareer Shroff,
72876,Annie Zhang,
90227,Nikita Chetrari,
82837,Brian Nelson,
90301,Nick Piscotty,
95679,Susan Liu,Uncork Capital
76735,Seema Amble,Andreessen Horowitz
115378,Nisha Rangarajan,Insight Partners
45466,Laura Mello de Andrea Constantini,Astella Investments
166725,Maria Gilfoyle,Madrona Ventures
104357,Emma Silverman,TMV
72195,Nikki Farb,Headline (formerly e.ventures)
17767,Brett Andersen,Bullish
118070,Leonard Langenscheidt,J Ventures
187590,Wilson Chockley,75 & Sunny
123146,Leura Craig,Outlander Labs
114487,Marc Blumenthal,Florida Funders
98142,Pavel Prata,Paralect
138938,Mike Dudas,6th Man Ventures
131123,Kevin O'Connor,ScOp Venture Capital
125890,Jenny Lawton,Bolster Ventures
84297,Sarah Nöckel,Northzone
60197,Luz Adell,Draper B1
81551,Mark Fleming,Passbook Ventures
107835,Vadim Rogovskiy,Geek Ventures
114485,"Sheryl Hunter, Esquire",Florida Funders
114868,Kelly Rogers,Florida Funders
126230,Rockman Law,Ada Ventures
128719,Kumar Aakash,Matrix Partners India
131124,Cormac O'Connor,ScOp Venture Capital
131128,Ivan Bercovich,ScOp Venture Capital
134810,Ian Lin,Red Building Capital
149962,Begoña Ortiz,Cometa
153495,Matt Brown,Matrix
49024,Matthew Divack,Moment Ventures
114691,Enzo Cavalie,Reach Capital
104355,Lucas Turner-Owens,TMV
102191,David Glick,Edge VC
116023,Dhruv Bansal,VMG Partners
114956,Lance Raab,Florida Funders
131129,Kevin Davis,Scopus Ventures
114483,Megan McNally,Florida Funders
104358,Sheema Golbaba,TMV
131127,Natalie Hubbard,ScOp Venture Capital
138573,Iago Seidensticker,Grão Venture Capital
113349,Pranav Mittal,Flourish Ventures
114864,Zachary Brodsky,Florida Funders
135985,Paul Ragsdale,Pure Driving Fund
109877,Janis Krums,
3252,Indy Guha,Bain Capital Ventures
92168,Ben Perszyk,Polychain Capital
464,Jeff Bonforte,Catapult Capital
19740,Keith Petri,Gambit Ventures
93086,Sharon Dow,Positive Charge Ventures
105267,Anna Sweet,Makers Fund
89136,Cassie Young,Primary Venture Partners
111855,Ignacio Fonts,040 Capital
91709,David Magerman,Differential Ventures
4749,Marianne Wu,GE Ventures
10353,Jeff Cain,Envestnet | Yodlee Incubator
108846,Mike Arpaia,Moonfire Ventures
91522,Milton Alpern,Good Growth Capital
141027,Alison Davis Riddell,Positive Sum VC
85214,Sam Toole,Primary Venture Partners
65751,Jack Schow,Tremendous View Capital
88308,Dave Kerpen,Kerpen Ventures
91695,Rebecca Danta,Miami Angels
91924,David Washburn,Red Cedar Ventures
96967,Dan Conner,Ascend Venture Capital
108497,Matthew Luckett,Lampros Capital Partners
136164,Johan van Mil,Peak
143677,João Pedro Solano,Grão Venture Capital
147782,Phin Upham,Haymaker Ventures
103387,Harry Santamäki,Voima Ventures
131687,Matthew Nordby,Boldstart Ventures
114787,Henry Moulton,Passion Capital
88377,Maria Salamanca,Ulu Ventures
105491,Brinda Jadeja,In-Q-Tel
105358,Peter Tague,In-Q-Tel
126158,Trond Arne Undheim,Antler
147783,Jehong Park,Haymaker Ventures
75060,Evgeniy Zhukovets,
106424,Zeev Holtzman,Giza Polish Ventures
129635,Brandon McCrae,Sweater Ventures
121612,Susan Yee,Broad Street Angels
91502,Dan Stern,301 Ventures
121603,Jeffrey W Griffiths,Broad Street Angels
119389,David Herman,Oldslip
119343,Sith Chaisurote,Signia Venture Partners
117967,Henning Kosmack,Greenfield One
137009,Edison Leung,Web3.com Ventures
88073,Andrew Vigneault,Flexcap
147781,Olivia Baribeau,Haymaker Ventures
114210,Arif Gursel,Black Angel Group
114015,Jeremiah Gordon,Black Angel Group
114012,Kayla Conti,Black Angel Group
111713,Timothy Eades,Cyber Mentor Fund
1578,Stephen Forte,
253,Don Hutchison,
153901,Lorcan Delaney,Firstminute Capital
109810,Krzysztof Nowicki,
42280,Bjarne Christiansen,
96375,Adalberto Flores Ochoa,
109255,Orly Amir,Square Peg Capital
185960,Matt Kelly,Flourish Ventures
114781,Giuliano Sison,Passion Capital
118109,Francesco Galati,Blockchain Founders Fund
129660,Matej Luhovy,Presto Ventures
141025,Gabriela Marques,Positive Sum VC
143681,José Marcolino,Grão Venture Capital
79614,Thomas Jones,Charlotte Street Capital
10908,Ravi Grover,
111418,Bernhard Niesner,
111435,Andrei Baronov,
111452,Ferruh Mavituna,
109874,Jan- Joost Rueb,
109863,Leo Lozner,
111758,Robert Moore,
112301,Pedro Franceschi,
109594,Maximilian Tayenthal,
109514,Dmitrij Żatuchin,
113358,Chris Davis,
113521,Suyash Gandhi,
109461,Chris Murphy,
109392,Altan Atabarut,
108562,Larry RosenBerger,
108433,Eric Ly,
106814,Mathias Biilmann Christensen,
106240,Luc Vincent,
104788,Guillermo Rauch,
110441,Martin Schrimpff,
110524,Renato Freitas,
110849,Luiz Roberto Prates,
128596,Marc Butler,
110203,Tobias Balling,
113104,Naomi Benenson,
72235,Kyle Green,
85220,Jonathan Hughes,
1999,david hu,
1706,Bulent Tekmen,
1362,Oren Teich,
24954,Sullyen Almeida,monashees
1297,Mark Fernandes,Sierra Ventures
4358,Dominique Vidal,Index Ventures
4356,Neil Rimer,Index Ventures
3346,Henry Frankievich,Insight Partners
6419,Deepak Jagannathan,DNX Ventures
84053,Chris Yin,Scale Venture Partners
79027,Gaurav Gupta,Lightspeed Venture Partners
103195,Tej Kanani,Sierra Ventures
50917,Natalie Sandman,Spark Capital
88901,Karen Page,B Capital Group
3350,Boris Treskunov,Insight Partners
132110,Matthew Jones,Anthemis Group
132225,Derek Walkush,Variant (variant.fund)
88707,Bradford Jones,SignalFire
156266,John Delaney,Greylock
88897,Nick Whitehead,B Capital Group
131517,Tiffany Tai,Wing Venture Capital
190102,Jacob Katz,Blumberg Capital
76612,Jade Lai,Coatue
4354,Martin Mignot,Index Ventures
69262,Bryan Offutt,Index Ventures
121596,Hajime Shimazu,Bain Capital
168409,Tanay Jaipuria,Wing Venture Capital
69986,Thomas Moon,Sapphire Ventures
742,Phil Nadel,Forefront Venture Partners
755,Eliot Durbin,Boldstart Ventures
2334,Andrew Cleland,Comcast Ventures
12484,Adrian Lloyd,Episode 1 Ventures
141424,Katherine Plumlee,Canvas Ventures
4237,Gregory Gilman,Science
101265,David Beazley,Alumni Ventures Group
70087,Sri Muppidi,Sierra Ventures
4368,Lucas Cohen,Canvas Ventures
15720,James Hottensen,Great Oaks Venture Capital
96526,David Paul,DWP Capital
3015,Yahal Zilka,10D
3261,Adam Smith,Tidemark
36127,Craig Burel,Reciprocal Ventures
108815,Martha Notaras,Brewer Lane Ventures
131246,Don Butler,Thomvest Ventures
5124,Marcin Hejka,OTB Ventures
113100,Renana Ashkenazi,Grove Ventures
113099,Lior Handelsman,Grove Ventures
2309,Anis Uzzaman,Pegasus Tech Ventures
66408,Douglass  Ellenoff,ESQvest
59672,Jim Adler,Toyota Ventures
3864,Anu Pathria,Correlation Ventures
19349,Lucas Fernandez,Talipot Holdings
156499,Irfan Ahmad,DCVC (Data Collective)
154248,Douglas Lavigne,B Capital Group
132248,Luís Paulo Torres,Anthemis Group
115746,Aya Spencer,Kapor Capital
4432,John Chen,Fika Ventures
3865,Moiz Saifee,Correlation Ventures
111173,Alexander Mistakidis,Pioneer Fund
92318,Emmanuel Vallod,GSR Ventures
1239,Peter Pham,Science
100914,Maxx Bricklin,Bold Capital Partners
14769,Linus Liang,Signia Venture Partners
64336,Paolo Guida,Blockchain Valley Ventures
107202,Robey Miller,Alpha Edison
11584,Franz Lehmann,TRUMPF Venture GmbH
113181,Damien Petty,Morpheus Ventures
82715,Steven Sarracino,Activant Capital
132189,Zhehao (Kobby) Chen,Fenbushi Capital
98672,William Smith,Octave
95411,Lina Chong,Target Global
28411,Simon Murdoch,Episode 1 Ventures
61746,Lloyd Danzig,Sharp Alpha Advisors
19382,stephen walden,The Walden Associates
76469,John Kuelper,Ascension Ventures
5120,Vishy Venugopalan,Weave Growth Partner
78927,Matthew Parker,Closed Loop Partners
4305,Josh Elwell,ValueStream Ventures
4304,Karl Antle,ValueStream Ventures
3489,Paul Drews,Salesforce Ventures
146388,Trevor Barran,CloudTree Ventures
83957,David Joerg,Two Sigma Ventures
83959,Edward Schmidt,Two Sigma Ventures
84460,Daniel Gwak,Point72 Ventures
1942,Tyler Jewell,Dell Technologies Capital
186188,Eric Zhu,Bachmanity Inc
149377,Ariel Olaiz,Xochi Ventures
1779,Pete Bodine,AllegisCyber Capital
126144,Stefan Gabriel,Hitachi Ventures
125360,Wei Hopeman,Arbor Ventures
125359,Melissa Cannon Guzy,Arbor Ventures
172913,Vivek Ladsariya,SineWave Ventures
166097,Katherine Tarbox,Outside the Box Investments
110751,Derek Norton,Watertower Ventures
110717,Vassil Terziev,Eleven Ventures (Bulgaria)
121728,RoseAnn B. Rosenthal,Broad Street Angels
92452,Nadav Zafrir,Team8
92455,Assaf Mischari,Team8
92456,Lluis Pedragosa,Team8
92705,Nowi Kallen,Salesforce Ventures
120342,Yan Lee,Hive Ventures
119322,Grant McCarthy,Tidal Ventures
111649,Jeff Keswin,Lytical Ventures
98348,Javier García,FEMSA Ventures
101862,John True,Cultivation Capital
109215,Mike Reiner,Acrobator Ventures
103037,Sergio Perez Merino,Sabadell Venture Capital
104638,Jason Heltzer,Origin Ventures
105451,Raffi Kamber,Singular
105494,Nat Puffer,In-Q-Tel
105846,Jeff Kingsley,Lunch Partners
116699,David Lam,Atlantic Bridge University Fund
116477,Tsuyoshi Ito,Beyond Next Ventures
108936,Thompson Hutton,"Thompson Hutton, LLC"
108887,Michael Rumiantsau,Founders.ai
114992,Sean Heberling,Addvia Ventures
107367,Ryan Alexander,Chaos Ventures
107368,Dustin Zhang,Chaos Ventures
107404,Eylon Penchas,Viola Ventures
107551,Hiroki Matsuda,Sozo Ventures
107683,Harel Beit-On,Viola Ventures
107855,Richard Moxley,Razor's Edge Ventures
107924,Mark Spoto,Razor's Edge Ventures
107926,Jack Kerrigan,Razor's Edge Ventures
113691,Mark Dyne,Morpheus Ventures
140253,Noor Sweid,Global Ventures
134015,Arnaud Massonnie,50 Partners Impact
110811,Lorraine Kageni Maina,Lateral Frontiers
143580,Daniel Vogel,Xochi Ventures
104517,James Lighton,Optum Ventures
134488,Sam Hajjar,50 Partners
104578,Kaylan Alderson,Optum Ventures
112845,Andre Retterath,Earlybird Venture Capital
111115,Steve Berg,Lytical Ventures
111120,Graham Carroll,Lytical Ventures
111143,Roberto Cipolla,Ahren Innovation Capital
111168,Jonathan Tang,Pioneer Fund
73071,Jack Taylor,Touchdown Ventures
104627,Itziar Estevez Latasa,Iris Capital
107055,Anjali Nair,Season Two Ventures
104726,Scott Stern,Origin Ventures
92654,Tami Bronner,Vertex Ventures Israel
117087,Rob Ospalik,Baird Capital
92956,Wolff Klabin,Alexia Ventures
111183,Francesco Mosconi,Pioneer Fund
120915,Stefan Schwartz,Differential Ventures
93179,Sarah Guemouri,Atomico
136795,Christian Hendricks,Impact VC
93312,Daniel King,Seedcamp
120910,Ned Berman,Differential Ventures
113530,Bradley Welch,Tusk Venture Partners
95539,Hector Mason,Episode 1 Ventures
95543,Paul McNabb,Episode 1 Ventures
111346,Erik Schluntz,Pioneer Fund
119941,Shannon Lyons,FlashStarts
95808,Kamel Zeroual,Serena Capital
111349,David Wind,Pioneer Fund
105026,Robert Hatta,Drive Capital
119762,Ernesto Vargas Rivero,Cometa
95978,Jamie Bristow,Frontline Ventures
96135,William McQuillan,Frontline Ventures
111638,Ryan Bubinski,Pioneer Fund
107990,Elad Friedman,Viola Ventures
96252,Christian Nagel,Earlybird Venture Capital
118664,James Han,Z Venture Capital
111640,Aymeric Rabot,Pioneer Fund
118087,Edwin Goodman,Activate Venture Partners
118080,Alexander Marktl,3VC
107497,Nomi Bergman,AVP (Advance Venture Partners)
118079,Eva Arh,3VC
111650,Craig Lifschutz,Lytical Ventures
111655,Bob Hammer,Lytical Ventures
117080,Michael Holgate,Baird Capital
107554,Ray Hatoyama,Sozo Ventures
107636,Duane Harris,Next Level Ventures
105552,Chrismon Nofsinger,Voyager Capital
97933,Rocío Pillado López,Adara Ventures
98420,Aleksandra Laska,Redalpine Venture Partners
112578,Blake Bartlett,Openview Venture Partners
105695,Doug Benowitz,Colle Capital
137922,Nikolas Krawinkel,Mangrove Capital Partners
99367,Ayaka Unno,Pegasus Tech Ventures
137921,Yannick Oswald,Mangrove Capital Partners
107642,Dave Tucker,Next Level Ventures
104276,Heyu Huang,Fresco Capital
104346,Matt Gittleman,Blu Venture Investors
104348,Pete Hayes,Blu Venture Investors
110991,Andy Parker,Ahren Innovation Capital
133735,Eeswaran Navaratnam,01 Ventures
122552,Simone Brummelhuis,Borski Fund
112847,Moritz Schollaehn,Earlybird Venture Capital
100773,Adam Riess,Catalio Capital
139444,Wendy Phillips,Ridge Ventures (Formerly known as IDG Ventures USA)
100918,Will Borthwick,Bold Capital Partners
117077,Joanna Arras,Baird Capital
106204,Steve Zhu,Wisemont Capital
107646,Martin Walker,Next Level Ventures
116481,Yuichiro Sano,Beyond Next Ventures
29337,Pete Casella,Point72 Ventures
131677,Víctor Cardoner,Caixa Capital
131673,Roma Jelinskaite,Caixa Capital
145618,Matthew Goldberg,Anthropocene Ventures
106317,Ed Lascelles,Albion VC
102381,Robert Gallenberger,btov Partners
83053,Thomas Klocanas,White Star Capital
116480,Kengo Ueha,Beyond Next Ventures
102677,Massimo Prelz,DN Capital
83960,Matt Jacobus,Two Sigma Ventures
147180,Jane Elizabeth Reddin,Albion VC
84858,Suraj Patel,Bow Capital
149371,Guillermo Vallejo,Xochi Ventures
172916,Patricia Muoio,SineWave Ventures
129412,Edward Ward,TitletownTech
117182,James Benfield,Baird Capital
78746,James Wu,M12
149372,Santiago Padilla,Xochi Ventures
117178,Ben Kubik,Baird Capital
127874,Enrique Zambrano,Proeza Ventures
149374,Kenneth Salas,Xochi Ventures
149375,Ignacio Agote,Xochi Ventures
117091,Daniel Almon,Baird Capital
103617,Barend Van den Brande,Hummingbird Ventures
149379,Sean Salas,Xochi Ventures
117088,Thomas Smith,Baird Capital
149551,Adrian Villasenor,Xochi Ventures
103665,Luca Suma,Hiro Capital
126997,Ahmed Medhat,Ada Ventures
132475,Peter Carlsson,Spintop Ventures
106577,Derek Wang,TSVC Capital
126149,Tobias Jahn,Hitachi Ventures
126146,Joanna Soroka,Hitachi Ventures
104142,Beth Kearns,Touchdown Ventures
126140,Galina Rachenkova,Hitachi Ventures
158722,Isaac de la Peña,Conexo Ventures
114862,Jim Barnish Jr.,Florida Funders
104188,Lily Bengfort,Blu Venture Investors
124932,Mark Strehlow,BootstrapLabs
124371,Alpesh Amin,Atlantic Bridge
90466,Felix Zhang,Clearvision Ventures
141024,Sam Cates,Positive Sum VC
124098,Nandan Venkatachalam,Axilor Ventures
123634,Miguel Valls,Alta Life Sciences
104212,Keith Bozeman,Blu Venture Investors
131226,Tal Mozes,Glilot Capital Partners
63735,Charles Goodwin,TO VC (to.vc)
78375,Zak Kokosa,Salesforce Ventures
78376,Laura Rowson,Salesforce Ventures
78926,Jessica Vodofsky,Greycroft
78935,Thabet Mahayni,Greycroft
90737,Sarah Tomolonius,M13
92281,Matthew Beck,Digital Currency Group
95586,Armelle de Tinguy,Elaia Partners
95592,Sofia Dahoune,Elaia Partners
95596,Céline Passedouet,Elaia Partners
96564,Lauri Lehtmaa,Creandum
97431,Dominik Lohle,High-Tech Gründerfonds
97611,Fabio Di Gioia,CDP Venture Capital
97800,Filippo Bosco,CDP Venture Capital
98673,Ramon Menalled,ArFintech
100513,Daniel Benjamin,Eight Roads Ventures
102818,Robin Nitsch,Technologiegründerfonds Sachsen (TGFS)
103885,Igor Tulchinsky,WorldQuant Ventures
104602,Alison   (Ali) Perez,Lockheed Martin Ventures
105490,Chenny Zhang,In-Q-Tel
105502,Doug Talbert,NTT Venture Capital
105889,Marta Mrozowicz,Calm/Storm Ventures
107025,Steven Clarke,Bethnal Green Ventures
108444,Ryo Ishizuka,Alliance of Angels
109076,Shai Horovitz,Cyberstarts VC
110804,Alexander Shelkovnikov,Semantic Ventures
110806,Yannick Roux,Semantic Ventures
110987,Jordan Pascasio,Next Ventures
111506,Sidharth Kakkar,ASDF Ventures
113684,Swati Bhatia,Morpheus Ventures
114778,Antoine Bello,NewFund
114790,Livi Grant,Greycroft
